[ 2016-06-17T14:36:03+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.002001s ]
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:09+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 304 行.
[ 2016-06-17T14:43:10+08:00 ] /index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 302 行.
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `alias` FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_default` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | NOTIC: [8] Undefined index: hardware AdminAction.class.php 第 30 行.
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | NOTIC: [8] Undefined index: contract_number AdminAction.class.php 第 60 行.
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `alias` FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT * FROM `y_category` WHERE ( (is_publish=1 AND title<>'' AND hardware='pc' AND lang in('zh-cn')) OR is_fixed=1 ) ORDER BY lang desc,ordernum desc [ RunTime:0.003001s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `module` FROM `y_category` WHERE ( `id` = '36' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `alias` FROM `y_category` WHERE ( `id` = '36' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `title` FROM `y_category` WHERE ( `hardware` = 'pc' ) AND ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T14:43:11+08:00 ] /index.php/Admin/Index/sidemenu/pid/36/cid/1528/lang/zh-cn | SQL: SELECT `title` FROM `y_category` WHERE ( `hardware` = 'pc' ) AND ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.003000s ]
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | SQL: SELECT `alias` FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_default` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: hardware AdminAction.class.php 第 30 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: cid AdminAction.class.php 第 49 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: lang AdminAction.class.php 第 49 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: contract_number AdminAction.class.php 第 60 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: pid IndexAction.class.php 第 63 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined index: cid e488c14ec6265e83d7afc8f2ff16ec26.php 第 46 行.
[ 2016-06-17T14:43:28+08:00 ] /index.php/Admin/Index/sidemenu | NOTIC: [8] Undefined variable: dataList e488c14ec6265e83d7afc8f2ff16ec26.php 第 57 行.
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.010001s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.004001s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:28+08:00 ] / | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:28+08:00 ] / | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.002000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.003000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.002000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.011001s ]
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:30+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005001s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.000000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001001s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:31+08:00 ] /index.php | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:31+08:00 ] /index.php | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001001s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.005000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.006001s ]
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:34+08:00 ] /index.php/Index/Vote.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.004000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006001s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.005001s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.006000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:35+08:00 ] /index.php | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:35+08:00 ] /index.php | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005001s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001001s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.004000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.003000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:28:51+08:00 ] /index.php | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:28:51+08:00 ] /index.php | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.002001s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.003000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
